Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/image,12646,94,1100.0,1324.143893282216,11.413050000101066,7996.973459000401,45.65807369919342,24.531706812658225,0.18234860354182136,1100,1200,1400,1500,2100,2700,3400,4000,5700,8000,8000
,Aggregated,12646,94,1100.0,1324.143893282216,11.413050000101066,7996.973459000401,45.65807369919342,24.531706812658225,0.18234860354182136,1100,1200,1400,1500,2100,2700,3400,4000,5700,8000,8000
